,name,ms-5-best dual,ms-5-best primal,ms-5-dual iter,ms-5-primal iter,ms-5-iter,prep-5-best dual,prep-5-best primal,prep-5-dual iter,prep-5-primal iter,prep-5-iter,ms-10-best dual,ms-10-best primal,ms-10-dual iter,ms-10-primal iter,ms-10-iter,prep-10-best dual,prep-10-best primal,prep-10-dual iter,prep-10-primal iter,prep-10-iter
105,Spd_RF2_100_129_1851.txt,7.439235,20,174789,1560,215007,13.0,20,-1,122,128006,7.44622,20,311329,1560,428214,13.0,20,-1,122,253451
106,Spd_RF2_100_129_1859.txt,7.226245,19,123090,4607,212654,11.0,18,-1,1316,128410,7.230193,19,322517,4607,425207,11.0,18,-1,1316,258486
107,Spd_RF2_100_129_1867.txt,7.249939,19,184200,183,216853,11.0,18,-1,34,135401,7.250307,19,402299,183,435714,11.0,18,-1,34,273075
108,Spd_RF2_100_129_1875.txt,6.70082,18,140156,45260,210531,13.0,17,-1,8689,128708,6.70082,18,140156,45260,427286,13.0,17,-1,8689,258033
109,Spd_RF2_100_129_1883.txt,7.308145,18,61242,2293,215341,12.0,17,-1,15,137584,7.308145,18,61242,2293,428691,12.0,17,-1,15,275306
110,Spd_RF2_100_144_1891.txt,4.942245,15,148479,3899,203023,8.215516,15,106307,217,124567,4.942245,15,148479,3899,409030,8.215516,15,106307,217,250637
111,Spd_RF2_100_144_1899.txt,4.611717,14,80211,29876,202285,7.0,12,-1,1380,121482,4.61293,14,402435,29876,407663,7.0,12,-1,1380,245620
112,Spd_RF2_100_144_1907.txt,5.464398,16,154653,2254,209127,11.0,15,-1,98,126345,5.464998,16,360541,2254,419531,11.0,15,-1,98,256192
113,Spd_RF2_100_144_1915.txt,4.556261,11,83842,1343,206536,3.0,11,-1,372,121197,4.556261,11,83842,1343,411574,3.0,11,-1,372,246015
114,Spd_RF2_100_144_1923.txt,4.883333,18,14475,258791,258793,9.0,15,-1,649,122810,4.883333,18,14475,524445,524447,9.0,15,-1,649,245963
115,Spd_RF2_100_159_1931.txt,3.454542,11,137750,18494,187763,3.096614,10,37371,19061,116425,3.459453,11,199069,18494,376313,3.102345,10,170489,19061,236703
116,Spd_RF2_100_159_1939.txt,3.593119,12,164622,586,189338,3.0,11,-1,2323,117987,3.593119,12,164622,586,378735,3.0,11,-1,2323,236000
117,Spd_RF2_100_159_1947.txt,2.928527,9,147170,125,194333,2.0,8,-1,214,120164,2.928527,9,147170,125,389156,2.0,8,-1,214,238874
118,Spd_RF2_100_159_1955.txt,3.055525,10,49478,39,190568,4.0,8,-1,683,120365,3.055525,10,49478,39,380542,4.0,8,-1,683,239672
119,Spd_RF2_100_159_1963.txt,3.529332,13,23674,4871,187006,6.0,11,-1,28264,119376,3.538123,13,346258,4871,377939,6.0,11,-1,28264,239464
120,Spd_RF2_100_174_1971.txt,2.05585,10,140372,7978,183377,5.0,8,-1,27008,115548,2.063521,9,362555,301913,366504,5.0,8,-1,27008,230922
121,Spd_RF2_100_174_1979.txt,2.241121,10,167553,36486,182450,2.0,10,-1,57894,114087,2.241121,10,167553,36486,361999,2.0,9,-1,188352,227380
122,Spd_RF2_100_174_1987.txt,2.895713,12,162430,116129,179975,5.0,11,-1,24465,115182,2.895713,12,162430,116129,360345,5.0,11,-1,24465,230023
123,Spd_RF2_100_174_1995.txt,2.431192,8,94569,38462,185820,3.102799,7,8575,262,117394,2.431192,8,94569,38462,370153,3.102799,7,8575,262,232470
124,Spd_RF2_100_174_2003.txt,1.895967,7,84000,1225,184230,1.0,6,-1,25219,115799,1.898374,7,309638,1225,369089,1.0,6,-1,25219,231205
125,Spd_RF2_120_136_2211.txt,13.337495,31,512,400,203392,27.0,30,-1,25,102172,13.337495,31,512,400,408091,27.0,30,-1,25,204984
126,Spd_RF2_120_136_2219.txt,13.335687,31,50943,29,187692,25.0,29,-1,80,100621,13.34812,31,339869,29,375646,25.0,29,-1,80,201710
127,Spd_RF2_120_136_2227.txt,13.444121,31,127577,142,186886,23.0,30,-1,23,101663,13.44456,31,369693,142,379008,23.0,30,-1,23,201823
128,Spd_RF2_120_136_2235.txt,13.291844,30,124913,10644,191896,26.196515,30,75620,642,101703,13.31147,30,339970,10644,382846,26.196515,30,75620,642,204841
129,Spd_RF2_120_136_2243.txt,13.14973,30,1,61,194696,25.0,31,-1,11,107566,13.14973,30,1,61,390780,25.0,31,-1,11,212443
130,Spd_RF2_120_152_2251.txt,8.933691,23,106776,396,178231,17.0,21,-1,48,96425,8.933691,23,106776,396,357319,17.0,21,-1,48,192839
131,Spd_RF2_120_152_2259.txt,9.512264,25,160949,18149,180325,17.0,23,-1,40,95336,9.517824,25,301613,18149,360686,17.0,23,-1,40,191475
132,Spd_RF2_120_152_2267.txt,9.304264,24,168074,557,178027,18.0,23,-1,109,95460,9.312044,24,252894,557,356339,18.0,23,-1,109,190118
133,Spd_RF2_120_152_2275.txt,9.008462,23,60593,311,180905,15.0,22,-1,30,96173,9.012876,23,230154,311,361905,15.0,22,-1,30,192752
134,Spd_RF2_120_152_2283.txt,9.484887,26,53939,1852,182054,21.0,24,-1,41,95422,9.488248,26,195158,1852,366555,21.0,24,-1,41,191500
135,Spd_RF2_120_169_2291.txt,6.634023,21,7085,23,174182,11.0,17,-1,1911,91059,6.634023,21,7085,23,350251,11.0,17,-1,1911,183296
136,Spd_RF2_120_169_2299.txt,6.527792,21,44488,30,169471,12.0,18,-1,1737,89707,6.527792,21,44488,30,341384,12.0,18,-1,1737,177928
137,Spd_RF2_120_169_2307.txt,6.082031,17,18414,117,168484,7.0,16,-1,96,89953,6.087178,17,237585,117,337233,7.0,16,-1,96,179823
